NCIt Code	SwissProt ID	NCIt Preferred Name
C42621	P49840	Glycogen Synthase Kinase-3 Alpha
C128886	P49841	Glycogen Synthase Kinase-3 Beta
C525	P02724	Glycophorin-A
C129842	P01215	Glycoprotein Hormones Alpha Chain Protein
C112156	Q9NS00	Glycoprotein-N-Acetylgalactosamine 3-Beta-Galactosyltransferase 1
C19421	O60551	Glycylpeptide N-Tetradecanoyltransferase 2
C148632	Q9UBQ7	Glyoxylate Reductase/Hydroxypyruvate Reductase
C131293	P35052	Glypican-1
C123852	Q8N158	Glypican-2
C88175	P51654	Glypican-3
C88172	P78333	Glypican-5
C101406	Q9Y625	Glypican-6
C97524	P49915	GMP Synthase [Glutamine-Hydrolyzing]
C101654	O00461	Golgi Integral Membrane Protein 4
C71023	Q8NBJ4	Golgi Membrane Protein 1
C122052	Q9H4A6	Golgi Phosphoprotein 3
C97548	Q9HD26	Golgi-Associated PDZ and Coiled-Coil Motif-Containing Protein
C38933	Q9H4G4	Golgi-Associated Plant Pathogenesis-Related Protein 1
C97545	Q8TBA6	Golgin Subfamily A Member 5
C132122	Q3T8J9	GON-4-Like Protein
C136408	P01148	Gonadoliberin-1
C136788	O43555	Gonadoliberin-2
C38910	P30968	Gonadotropin-Releasing Hormone Receptor
C106200	Q99527	G-Protein Coupled Estrogen Receptor 1
C140247	P49685	G-Protein Coupled Receptor 15
C132188	O15218	G-Protein Coupled Receptor 182
C101354	P32249	G-Protein Coupled Receptor 183
C131184	Q9HC97	G-Protein Coupled Receptor 35
C29641	O43194	G-Protein Coupled Receptor 39
C26229	Q9NQ84	G-Protein Coupled Receptor Family C Group 5 Member C
C147936	Q9UPX8	G-Protein Coupled Receptor Family C Group 5 Member D
C101403	P28799	Granulins
C26078	P09919	Granulocyte Colony-Stimulating Factor
C26079	Q99062	Granulocyte Colony-Stimulating Factor Receptor
C20545	P04141	Granulocyte-Macrophage Colony-Stimulating Factor
C39272	P15509	Granulocyte-Macrophage Colony-Stimulating Factor Receptor Subunit Alpha
C120948	P22749	Granulysin
C121490	P12544	Granzyme A
C104268	P10144	Granzyme B
C148330	P51124	Granzyme M
C107456	Q13480	GRB2-Associated-Binding Protein 1
C26192	Q9UQC2	GRB2-Associated-Binding Protein 2
C26221	Q13588	GRB2-Related Adapter Protein
C152001	O60565	Gremlin-1
C17793	P24522	Growth Arrest and DNA Damage-Inducible Protein GADD45 Alpha
C105846	O75293	Growth Arrest and DNA Damage-Inducible Protein GADD45 Beta
C106454	P54826	Growth Arrest-Specific Protein 1
C29594	O43903	Growth Arrest-Specific Protein 2
C101631	Q14393	Growth Arrest-Specific Protein 6
C97564	O60861	Growth Arrest-Specific Protein 7
C21081	O95995	Growth Arrest-Specific Protein 8
C26228	Q13322	Growth Factor Receptor-Bound Protein 10
C26230	Q14449	Growth Factor Receptor-Bound Protein 14
C26222	P62993	Growth Factor Receptor-Bound Protein 2
C26224	Q14451	Growth Factor Receptor-Bound Protein 7
C41017	P10912	Growth Hormone Receptor
C148355	O95390	Growth/Differentiation Factor 11
C34026	Q99988	Growth/Differentiation Factor 15
C126997	Q9UK05	Growth/Differentiation Factor 2
C101651	Q9NR23	Growth/Differentiation Factor 3
C26322	P43026	Growth/Differentiation Factor 5
C26328	O14793	Growth/Differentiation Factor 8
C26375	O60383	Growth/Differentiation Factor 9
C20471	P09341	Growth-Regulated Alpha Protein
C17382	P01112	GTPase Hras
C17383	P01116	GTPase KRas
C17384	P01111	GTPase Nras
C134696	P62826	GTP-Binding Nuclear Protein Ran
C21487	O95661	GTP-Binding Protein Di-Ras3
C17781	P55042	GTP-Binding Protein RAD
C115291	Q15382	GTP-Binding Protein Rheb
C116422	Q9Y6B6	GTP-Binding Protein SAR1b
C17921	P52735	Guanine Nucleotide Exchange Factor VAV2
C21444	Q9UKW4	Guanine Nucleotide Exchange Factor VAV3
C38380	P63096	Guanine Nucleotide-Binding Protein G(i) Subunit Alpha-1
C26190	P04899	Guanine Nucleotide-Binding Protein G(i) Subunit Alpha-2
C114333	P61952	Guanine Nucleotide-Binding Protein G(I)/G(S)/G(O) Subunit Gamma-11
C114336	Q9UBI6	Guanine Nucleotide-Binding Protein G(I)/G(S)/G(O) Subunit Gamma-12
C114330	P59768	Guanine Nucleotide-Binding Protein G(I)/G(S)/G(O) Subunit Gamma-2
C26193	P62873	Guanine Nucleotide-Binding Protein G(I)/G(S)/G(T) Subunit Beta-1
C26194	P62879	Guanine Nucleotide-Binding Protein G(I)/G(S)/G(T) Subunit Beta-2
C26195	P16520	Guanine Nucleotide-Binding Protein G(I)/G(S)/G(T) Subunit Beta-3
C38382	P08754	Guanine Nucleotide-Binding Protein G(k) Subunit Alpha
C114350	P09471	Guanine Nucleotide-Binding Protein G(o) Subunit Alpha
C19276	P50148	Guanine Nucleotide-Binding Protein G(q) Subunit Alpha
C126519	P63092	Guanine Nucleotide-Binding Protein G(s) Subunit Alpha Isoforms Short
C17983	Q5JWF2	Guanine Nucleotide-Binding Protein G(s) Subunit Alpha Isoforms XLas
C26188	P19086	Guanine Nucleotide-Binding Protein G(z) Subunit Alpha
C89719	P29992	Guanine Nucleotide-Binding Protein Subunit Alpha-11
C26189	Q03113	Guanine Nucleotide-Binding Protein Subunit Alpha-12
C115330	Q14344	Guanine Nucleotide-Binding Protein Subunit Alpha-13
C38422	P33402	Guanylate Cyclase Soluble Subunit Alpha-2
C38426	Q02108	Guanylate Cyclase Soluble Subunit Alpha-3
C38430	Q02153	Guanylate Cyclase Soluble Subunit Beta-1
C38428	O75343	Guanylate Cyclase Soluble Subunit Beta-2
C126517	Q02747	Guanylin
C105879	P51798	H(+)/Cl(-) Exchange Transporter 7
C113132	Q96HR8	H/ACA Ribonucleoprotein Complex Non-Core Subunit NAF1
C152096	Q9NX24	H/ACA Ribonucleoprotein Complex Subunit 2
C152092	Q9NPE3	H/ACA Ribonucleoprotein Complex Subunit 3
C113621	O60832	H/ACA Ribonucleoprotein Complex Subunit 4
C101109	Q9Y5J3	Hairy/Enhancer-of-Split Related with YRPW Motif Protein 1
C104540	Q9UBP5	Hairy/Enhancer-Of-Split Related With YRPW Motif Protein 2
C114522	Q9NQ87	Hairy/Enhancer-of-Split Related With YRPW Motif-Like Protein
C18176	Q92574	Hamartin
C37962	P00738	Haptoglobin
C17299	P00739	Haptoglobin-Related Protein
C113689	Q99871	HAUS Augmin-Like Complex Subunit 7
C102792	P61296	Heart- and Neural Crest Derivatives-Expressed Protein 2
C134621	Q7Z4Q2	HEAT Repeat-Containing Protein 3
C104001	P08107	Heat Shock 70 kDa Protein 1A/1B
C123146	O95757	Heat Shock 70 kDa Protein 4L
C71446	Q00613	Heat Shock Factor Protein 1
C116976	Q92598	Heat Shock Protein 105 kDa
C127912	Q12931	Heat Shock Protein 75 kDa, Mitochondrial
C16671	P04792	Heat Shock Protein Beta-1
C95435	Q9UJY1	Heat Shock Protein Beta-8
C97588	P07900	Heat Shock Protein HSP 90-Alpha
C97591	P08238	Heat Shock Protein HSP 90-Beta
C123877	P25092	Heat-Stable Enterotoxin Receptor
C127011	Q96QV1	Hedgehog-Interacting Protein
C113139	Q8TDG4	Helicase POLQ-Like
C29971	Q15477	Helicase SKI2W
C18032	Q14527	Helicase-Like Transcription Factor
C17280	P28906	Hematopoietic Progenitor Cell Antigen CD34
C114959	Q03014	Hematopoietically-Expressed Homeobox Protein HHEX
C43318	P09601	Heme Oxygenase 1
C84300	Q9BXL5	Hemogen
C75434	P69905	Hemoglobin Subunit Alpha
C84983	Q549N7	Hemoglobin Subunit Beta
C84980	P02042	Hemoglobin Subunit Delta
C84979	P02100	Hemoglobin Subunit Epsilon
C84982	P69891	Hemoglobin Subunit Gamma-1
C84981	P69892	Hemoglobin Subunit Gamma-2
C84976	Q6B0K9	Hemoglobin Subunit Mu
C84974	P09105	Hemoglobin Subunit Theta-1
C84977	P02008	Hemoglobin Subunit Zeta
C113604	Q6ZVN8	Hemojuvelin
C113820	P02790	Hemopexin
C118218	O14792	Heparan Sulfate Glucosamine 3-O-Sulfotransferase 1
C26313	Q9Y251	Heparanase
C91278	Q8WWQ2	Heparanase-2
C102553	Q96MM7	Heparan-Sulfate 6-O-Sulfotransferase 2
C113637	P05546	Heparin Cofactor 2
C26123	Q99075	Heparin-Binding EGF-Like Growth Factor
C97558	Q16534	Hepatic Leukemia Factor
C82875	P11150	Hepatic Triacylglycerol Lipase
C116608	Q96D42	Hepatitis A Virus Cellular Receptor 1
C104278	Q8TDQ0	Hepatitis A Virus Cellular Receptor 2
C20428	P14210	Hepatocyte Growth Factor
C127008	Q04756	Hepatocyte Growth Factor Activator
C18186	P08581	Hepatocyte Growth Factor Receptor
C131153	P26927	Hepatocyte Growth Factor-Like Protein
C26245	O14964	Hepatocyte Growth Factor-Regulated Tyrosine Kinase Substrate
C97827	P20823	Hepatocyte Nuclear Factor 1-Alpha
C70999	P35680	Hepatocyte Nuclear Factor 1-Beta
C101648	P55317	Hepatocyte Nuclear Factor 3-Alpha
C73454	Q9Y261	Hepatocyte Nuclear Factor 3-Beta
C102509	P55318	Hepatocyte Nuclear Factor 3-Gamma
C104274	P81172	Hepcidin
C124877	Q30201	Hereditary Hemochromatosis Protein
C30025	Q99729	Heterogeneous Nuclear Ribonucleoprotein A/B
C97498	P22626	Heterogeneous Nuclear Ribonucleoprotein A2/B1
C26308	P51991	Heterogeneous Nuclear Ribonucleoprotein A3
C102832	Q14103	Heterogeneous Nuclear Ribonucleoprotein D0
C150260	P61978	Heterogeneous Nuclear Ribonucleoprotein K
C98157	P52272	Heterogeneous Nuclear Ribonucleoprotein M
C26303	P52789	Hexokinase-2
C114558	O95263	High Affinity cAMP-Specific and IBMX-Insensitive 3',5'-Cyclic Phosphodiesterase 8B
C125491	O76083	High Affinity cGMP-Specific 3',5'-Cyclic Phosphodiesterase 9A
C127860	O15431	High Affinity Copper Uptake Protein 1
C101625	Q01362	High Affinity Immunoglobulin Epsilon Receptor Subunit Beta
C104238	P12314	High Affinity Immunoglobulin Gamma Fc Receptor I
C28558	P04629	High Affinity Nerve Growth Factor Receptor
C105368	P04629	High Affinity Nerve Growth Factor Receptor Isoform TrkA-III
C20332	Q15651	High Mobility Group Nucleosome-Binding Domain-Containing Protein 3
C20333	O00479	High Mobility Group Nucleosome-Binding Domain-Containing Protein 4
C20328	P09429	High Mobility Group Protein B1
C20330	P26583	High Mobility Group Protein B2
C20329	O15347	High Mobility Group Protein B3
C20322	P17096	High Mobility Group Protein HMG-I
C20331	P17096	High Mobility Group Protein HMG-R
C20323	P17096	High Mobility Group Protein HMG-Y
C20324	P52926	High-Mobility Group Protein HMGI-C
C41020	P25021	Histamine H2 Receptor
C90138	P19113	Histidine Decarboxylase
C88169	P04196	Histidine-Rich Glycoprotein
C118324	P16442	Histo-Blood Group ABO System Transferase
C17990	Q92831	Histone Acetyltransferase KAT2B
C19887	Q92993	Histone Acetyltransferase KAT5
C71449	Q92794	Histone Acetyltransferase KAT6A
C71450	Q8WYB5	Histone Acetyltransferase KAT6B
C73693	O95251	Histone Acetyltransferase KAT7
C73695	Q9H7Z6	Histone Acetyltransferase KAT8
C17804	Q09472	Histone Acetyltransferase p300
C18184	O14929	Histone Acetyltransferase Type B Catalytic Subunit
C19671	Q13547	Histone Deacetylase 1
C104508	Q969S8	Histone Deacetylase 10
C104289	Q96DB2	Histone Deacetylase 11
C18294	Q92769	Histone Deacetylase 2
C19672	O15379	Histone Deacetylase 3
C19673	P56524	Histone Deacetylase 4
C19678	Q9UQL6	Histone Deacetylase 5
C19679	Q9UBN7	Histone Deacetylase 6
C102491	Q8WUI4	Histone Deacetylase 7
C113607	Q9BY41	Histone Deacetylase 8
C102494	Q9UKV0	Histone Deacetylase 9
C126425	Q02539	Histone H1.1
C115355	P10412	Histone H1.4
C113235	Q5VVJ2	Histone H2A Deubiquitinase MYSM1
C126766	P0C0S5	Histone H2A.Z
C19432	P16104	Histone H2AX
C116688	P58876	Histone H2B Type 1-D
C101734	P68431	Histone H3.1
C148067	Q71DI3	Histone H3.2
C101445	P84243	Histone H3.3
C152974	P49450	Histone H3-Like Centromeric Protein A
C16686	P62805	Histone H4
C88223	Q86X55	Histone-Arginine Methyltransferase CARM1
C101728	Q09028	Histone-Binding Protein RBBP4
C17595	Q03164	Histone-Lysine N-Methyltransferase 2A
C115964	Q9UMN6	Histone-Lysine N-Methyltransferase 2B
C93093	Q8NEZ4	Histone-Lysine N-Methyltransferase 2C
C33993	O14686	Histone-Lysine N-Methyltransferase 2D
C93096	Q8IZD2	Histone-Lysine N-Methyltransferase 2E
C75328	Q9H9B1	Histone-Lysine N-Methyltransferase EHMT1
C30175	Q15910	Histone-Lysine N-Methyltransferase EZH2
C73703	Q8TEK3	Histone-Lysine N-Methyltransferase H3 Lysine-79 Specific
C73699	Q4FZB7	Histone-Lysine N-Methyltransferase KMT5B
C73700	Q86Y97	Histone-Lysine N-Methyltransferase KMT5C
C21454	O96028	Histone-Lysine N-Methyltransferase NSD2
C96343	Q9BZ95	Histone-Lysine N-Methyltransferase NSD3
C142223	Q9UPS6	Histone-Lysine N-Methyltransferase SETD1B
C73696	Q9BYW2	Histone-Lysine N-Methyltransferase SETD2
C73698	Q8WTS6	Histone-Lysine N-Methyltransferase SETD7
C29940	Q15047	Histone-Lysine N-Methyltransferase SETDB1
C105015	Q53H47	Histone-Lysine N-Methyltransferase SETMAR
C73701	O43463	Histone-Lysine N-Methyltransferase SUV39H1
C73702	Q9H5I1	Histone-Lysine N-Methyltransferase SUV39H2
C75878	Q96L73	Histone-Lysine N-Methyltransferase, H3 Lysine-36 and H4 Lysine-20 Specific
C118485	P05534	HLA Class I Histocompatibility Antigen, A-0301 Alpha Chain
C62772	P30443	HLA Class I Histocompatibility Antigen, A-1 Alpha Chain
C128307	P13746	HLA Class I Histocompatibility Antigen, A-11 Alpha Chain
C16691	P01892	HLA Class I Histocompatibility Antigen, A-2 Alpha Chain
C105976	P05534	HLA Class I Histocompatibility Antigen, A-24 Alpha Chain
C113514	P05534	HLA Class I Histocompatibility Antigen, A-2402 Alpha Chain
C124892	P30511	HLA Class I Histocompatibility Antigen, Alpha Chain F
C104327	P17693	HLA Class I Histocompatibility Antigen, Alpha Chain G
C62774	P01889	HLA Class I Histocompatibility Antigen, B-7 Alpha Chain
C62760	P30499	HLA Class I Histocompatibility Antigen, Cw-1 Alpha Chain Protein
C97420	P04233	HLA Class II Histocompatibility Antigen Gamma Chain
C150073	P28067	HLA Class II Histocompatibility Antigen, DM Alpha Chain
C150056	P28068	HLA Class II Histocompatibility Antigen, DM Beta Chain
C124907	P13765	HLA Class II Histocompatibility Antigen, DO Beta Chain
C30024	P04440	HLA Class II Histocompatibility Antigen, DP(W4) Beta Chain
C104987	P01909	HLA Class II Histocompatibility Antigen, DQ Alpha 1 Chain
C70616	P01918	HLA Class II Histocompatibility Antigen, DQ Beta 1 Chain
C101159	P01903	HLA Class II Histocompatibility Antigen, DR Alpha Chain
C62757	P13760	HLA Class II Histocompatibility Antigen, DRB1-4 Beta Chain Protein
C74439	Q92786	Homeobox Prospero-Like Protein PROX1
C74967	Q9H161	Homeobox Protein Aristaless-Like 4
C74970	Q96QS3	Homeobox Protein ARX
C107669	P47902	Homeobox Protein CDX-1
C25899	Q99626	Homeobox Protein CDX-2
C126763	O14627	Homeobox Protein CDX-4
C95581	P39880	Homeobox Protein Cut-Like 1
C133664	P56177	Homeobox Protein DLX-1
C128928	P56178	Homeobox Protein DLX-5
C132086	Q04743	Homeobox Protein EMX2
C114955	Q05925	Homeobox Protein Engrailed-1
C95999	P19622	Homeobox Protein Engrailed-2
C50884	P56915	Homeobox Protein Goosecoid
C115066	P49639	Homeobox Protein Hox-A1
C26309	P31260	Homeobox Protein Hox-A10
C97570	P31270	Homeobox Protein Hox-A11
C97573	P31271	Homeobox Protein Hox-A13
C104334	O43365	Homeobox Protein Hox-A3
C132095	P20719	Homeobox Protein Hox-A5
C105434	P31268	Homeobox Protein Hox-A7
C26310	P31269	Homeobox Protein Hox-A9
C112826	Q92826	Homeobox Protein Hox-B13
C105437	P17483	Homeobox Protein Hox-B4
C104337	P17509	Homeobox Protein Hox-B6
C101592	P17482	Homeobox Protein Hox-B9
C116304	Q9NYD6	Homeobox Protein Hox-C10
C97576	O43248	Homeobox Protein Hox-C11
C97579	P31276	Homeobox Protein Hox-C13
C124123	Q00444	Homeobox Protein Hox-C5
C26311	P09630	Homeobox Protein Hox-C6
C124120	P31274	Homeobox Protein Hox-C9
C97582	P31277	Homeobox Protein Hox-D11
C97585	P35453	Homeobox Protein Hox-D13
C26382	O00470	Homeobox Protein Meis1
C104689	O14770	Homeobox Protein Meis2
C40968	P28360	Homeobox Protein MSX-1
C61135	Q9H9S0	Homeobox Protein NANOG
C102512	P52952	Homeobox Protein Nkx-2.5
C33971	O15522	Homeobox Protein Nkx-2.8
C33972	Q99801	Homeobox Protein Nkx-3.1
C102953	P32243	Homeobox Protein OTX2
C84414	Q15475	Homeobox Protein SIX1
C111804	Q9NPC8	Homeobox Protein SIX2
C75557	O95343	Homeobox Protein SIX3
C111810	Q9UIU6	Homeobox Protein SIX4
C111816	Q8N196	Homeobox Protein SIX5
C75420	Q15583	Homeobox Protein TGIF1
C102958	Q9H2X6	Homeodomain-Interacting Protein Kinase 2
C104574	Q9NSC5	Homer Protein Homolog 3
C97536	Q15011	Homocysteine-Responsive Endoplasmic Reticulum-Resident Ubiquitin-Like Domain Member 1 Protein
C126597	Q9P2W1	Homologous-Pairing Protein 2 Homolog
C17527	P03101	HPV-16 Major Capsid Protein L1
C29998	P50502	Hsc70-Interacting Protein
C25803	Q16543	Hsp90 Co-Chaperone CDC37
C98071	Q96EW2	HSPB1-Associated Protein 1
C131260	Q8IVG9	Humanin
C88920	P42858	Huntingtin
C97539	O00291	Huntingtin-Interacting Protein 1
C21103	O75330	Hyaluronan Mediated Motility Receptor
C98004	Q92819	Hyaluronan Synthase 2
C17413	P38567	Hyaluronidase PH-20
C150257	Q9BXC0	Hydroxycarboxylic Acid Receptor 1
C26305	P49019	Hydroxycarboxylic Acid Receptor 3
C38496	P00492	Hypoxanthine-Guanine Phosphoribosyltransferase
C21520	Q9Y4L1	Hypoxia Up-Regulated 1 Protein
C20214	Q16665	Hypoxia-Inducible Factor 1-Alpha
C118943	O75144	ICOS Ligand
C75606	P22304	Iduronate 2-Sulfatase
C98022	P01857	Ig Gamma-1 Chain C Region
C117125	A0A0B4J2D9	Ig Kappa Chain V-I Region D-13
C117121	P06312	Ig Kappa Chain V-IV Region
C98025	P0CG04	Ig Lambda-1 Chain C Regions
C97239	A1A4Y4	Immunity-Related GTPase Family M Protein
C127015	A0A0B4J1V1	Immunoglobulin Heavy Variable 3-21
C113525	P01591	Immunoglobulin J Chain
C118232	P15814	Immunoglobulin Lambda-Like Polypeptide 1
C74516	Q969P0	Immunoglobulin Superfamily Member 8
C26637	P78318	Immunoglobulin-Binding Protein 1
C142199	Q14974	Importin Subunit Beta-1
C132324	Q6PJF5	Inactive Rhomboid Protein 2
C34330	Q13308	Inactive Tyrosine-Protein Kinase 7
C106448	Q14623	Indian Hedgehog Protein
C79782	P14902	Indoleamine 2,3-Dioxygenase 1
C17688	Q07820	Induced Myeloid Leukemia Cell Differentiation Protein Mcl-1
C94803	Q9Y6W8	Inducible T-Cell Costimulator
C28471	P05111	Inhibin Alpha Chain
C28472	P08476	Inhibin Beta A Chain
C28473	P09529	Inhibin Beta B Chain
C129848	P58166	Inhibin Beta E Chain
C26291	Q9UK53	Inhibitor of Growth Protein 1
C77207	Q9H160	Inhibitor of Growth Protein 2
C150266	Q9UNL4	Inhibitor of Growth Protein 4
C42328	O15111	Inhibitor of Nuclear Factor Kappa-B Kinase Subunit Alpha
C96385	O14920	Inhibitor of Nuclear Factor Kappa-B Kinase Subunit Beta
C147989	Q14164	Inhibitor of Nuclear Factor Kappa-B Kinase Subunit Epsilon
C96382	Q70UQ0	Inhibitor of Nuclear Factor Kappa-B Kinase-Interacting Protein
C147954	Q9Y2U8	Inner Nuclear Membrane Protein Man1
C125260	Q53TQ3	INO80 Complex Subunit D
C38923	P20839	Inosine-5'-Monophosphate Dehydrogenase 1
C38925	P12268	Inosine-5'-Monophosphate Dehydrogenase 2
C29754	Q14643	Inositol 1,4,5-Trisphosphate Receptor Type 1
C114578	Q14571	Inositol 1,4,5-Trisphosphate Receptor Type 2
C125102	Q92551	Inositol Hexakisphosphate Kinase 1
C148586	P27987	Inositol-Trisphosphate 3-Kinase B
C127018	Q96DU7	Inositol-Trisphosphate 3-Kinase C
C2271	P01308	Insulin
C17072	P06213	Insulin Receptor
C28474	P35568	Insulin Receptor Substrate 1
C28475	Q9Y4H2	Insulin Receptor Substrate 2
C28476	O14654	Insulin Receptor Substrate 4
C39672	P14616	Insulin Receptor-Related Receptor
C112878	P14735	Insulin-Degrading Enzyme
C17531	P08069	Insulin-Like Growth Factor 1 Receptor
C120492	P08069	Insulin-Like Growth Factor 1 Receptor Beta Chain
C147851	Q9Y6M1	Insulin-Like Growth Factor 2 mRNA Binding Protein 2
C26334	O00425	Insulin-Like Growth Factor 2 mRNA-Binding Protein 3
C16743	P05019	Insulin-Like Growth Factor I
C16744	P01344	Insulin-Like Growth Factor II
C17505	P08833	Insulin-Like Growth Factor-Binding Protein 1
C17506	P18065	Insulin-Like Growth Factor-Binding Protein 2
C17509	P17936	Insulin-Like Growth Factor-Binding Protein 3
C17507	P22692	Insulin-Like Growth Factor-Binding Protein 4
C17508	P24593	Insulin-Like Growth Factor-Binding Protein 5
C17587	P24592	Insulin-Like Growth Factor-Binding Protein 6
C73534	Q16270	Insulin-Like Growth Factor-Binding Protein 7
C148305	Q96T92	Insulinoma-Associated Protein 2
C153055	Q86V85	Integral Membrane Protein GPR180
C114586	Q96HW7	Integrator Complex Subunit 4
C26357	Q9UL03	Integrator Complex Subunit 6
C150269	O75578	Integrin Alpha-10
C97749	P13612	Integrin Alpha-4
C39592	P08648	Integrin Alpha-5
C122062	P23229	Integrin Alpha-6
C150272	Q13797	Integrin Alpha-9
C120292	Q13349	Integrin Alpha-D
C107130	P38570	Integrin Alpha-E
C77160	P08514	Integrin Alpha-IIb
C17372	P20701	Integrin Alpha-L
C17373	P11215	Integrin Alpha-M
C53961	P06756	Integrin Alpha-V
C16789	P20702	Integrin Alpha-X
C96911	P05556	Integrin Beta-1
C28489	P05107	Integrin Beta-2
C38955	P05106	Integrin Beta-3
C28490	P16144	Integrin Beta-4
C53962	P18084	Integrin Beta-5
C124267	P18564	Integrin Beta-6
C104253	P26010	Integrin Beta-7
C26290	Q13418	Integrin-Linked Protein Kinase
C124078	Q8WWA0	Intelectin-1
C17304	P05362	Intercellular Adhesion Molecule 1
C17503	P13598	Intercellular Adhesion Molecule 2
C17504	P32942	Intercellular Adhesion Molecule 3
C37276	P17181	Interferon Alpha/Beta Receptor 1
C37278	P48551	Interferon Alpha/Beta Receptor 2
C26317	P01562	Interferon Alpha-1/13
C26318	P01563	Interferon Alpha-2
C20496	P01579	Interferon Gamma
C37286	P15260	Interferon Gamma Receptor 1
C37288	P38484	Interferon Gamma Receptor 2
C104352	Q8IU54	Interferon Lambda-1
C104349	Q8IZJ0	Interferon Lambda-2
C106357	Q8IZI9	Interferon Lambda-3
C124081	K9M1U5	Interferon Lambda-4
C26319	P05000	Interferon Omega-1
C26627	P10914	Interferon Regulatory Factor 1
C26626	P14316	Interferon Regulatory Factor 2
C107666	Q7Z5L9	Interferon Regulatory Factor 2-Binding Protein 2
C26625	Q14653	Interferon Regulatory Factor 3
